,wind NO1+NO2 (MWh),wind NO1+NO2 (MWh),wind NO1+NO2 (MWh),wind NO1+NO2 (MWh),wind NO1+NO2 (MWh),wind NO1+NO2 (MWh),wind NO1+NO2 (MWh),wind NO1 (MWh),wind NO1 (MWh),wind NO1 (MWh),wind NO1 (MWh),wind NO1 (MWh),wind NO1 (MWh),wind NO2 (MWh),wind NO2 (MWh),wind NO2 (MWh),wind NO2 (MWh),wind NO2 (MWh),wind NO2 (MWh),water reservoir NO1+NO2+NO5 (MWh),water reservoir NO1+NO2+NO5 (MWh),water reservoir NO1+NO2+NO5 (MWh),water reservoir NO1+NO2+NO5 (MWh),water reservoir NO1+NO2+NO5 (MWh),water reservoir NO1+NO2+NO5 (MWh),water reservoir NO1+NO2+NO5 (MWh),water reservoir NO1 (MWh),water reservoir NO1 (MWh),water reservoir NO1 (MWh),water reservoir NO1 (MWh),water reservoir NO1 (MWh),water reservoir NO1 (MWh),water reservoir NO2 (MWh),water reservoir NO2 (MWh),water reservoir NO2 (MWh),water reservoir NO2 (MWh),water reservoir NO2 (MWh),water reservoir NO2 (MWh),water reservoir NO5 (MWh),water reservoir NO5 (MWh),water reservoir NO5 (MWh),water reservoir NO5 (MWh),water reservoir NO5 (MWh),water reservoir NO5 (MWh),run of river NO1+NO2+NO5 (MWh),run of river NO1+NO2+NO5 (MWh),run of river NO1+NO2+NO5 (MWh),run of river NO1+NO2+NO5 (MWh),run of river NO1+NO2+NO5 (MWh),run of river NO1+NO2+NO5 (MWh),run of river NO1+NO2+NO5 (MWh),run of river NO1 (MWh),run of river NO1 (MWh),run of river NO1 (MWh),run of river NO1 (MWh),run of river NO1 (MWh),run of river NO1 (MWh),run of river NO2 (MWh),run of river NO2 (MWh),run of river NO2 (MWh),run of river NO2 (MWh),run of river NO2 (MWh),run of river NO2 (MWh),run of river NO5 (MWh),run of river NO5 (MWh),run of river NO5 (MWh),run of river NO5 (MWh),run of river NO5 (MWh),run of river NO5 (MWh),demand NO1+NO2+NO3 (MWh),demand NO1+NO2+NO3 (MWh),demand NO1+NO2+NO3 (MWh),demand NO1+NO2+NO3 (MWh),demand NO1+NO2+NO3 (MWh),demand NO1+NO2+NO3 (MWh),demand NO1+NO2+NO3 (MWh),demand NO1+NO2+NO3 (MWh),demand NO1 (MWh),demand NO1 (MWh),demand NO1 (MWh),demand NO1 (MWh),demand NO1 (MWh),demand NO1 (MWh),demand NO1 (MWh),demand NO2 (MWh),demand NO2 (MWh),demand NO2 (MWh),demand NO2 (MWh),demand NO2 (MWh),demand NO2 (MWh),demand NO2 (MWh),demand NO5 (MWh),demand NO5 (MWh),demand NO5 (MWh),demand NO5 (MWh),demand NO5 (MWh),demand NO5 (MWh),demand NO5 (MWh),PV average,PV average,PV average,PV average,PV average,PV average,PV average,PV average,PV Oslo,PV Oslo,PV Oslo,PV Oslo,PV Oslo,PV Oslo,PV Kristiansand,PV Kristiansand,PV Kristiansand,PV Kristiansand,PV Kristiansand,PV Kristiansand,PV Bergen,PV Bergen,PV Bergen,PV Bergen,PV Bergen,PV Bergen,PV Wilster (DE),PV Wilster (DE),PV Wilster (DE),PV Wilster (DE),PV Wilster (DE),PV Wilster (DE),PV Eemshaven (NL),PV Eemshaven (NL),PV Eemshaven (NL),PV Eemshaven (NL),PV Eemshaven (NL),PV Eemshaven (NL),PV Blyth (UK),PV Blyth (UK),PV Blyth (UK),PV Blyth (UK),PV Blyth (UK),PV Blyth (UK),PV Tjele (DK),PV Tjele (DK),PV Tjele (DK),PV Tjele (DK),PV Tjele (DK),PV Tjele (DK),Historical water reservoir NO1+NO2+NO5 TWh,Historical water reservoir NO1+NO2+NO5 TWh,Historical water reservoir NO1+NO2+NO5 TWh,Historical water reservoir NO1+NO2+NO5 TWh,Historical water reservoir NO1 TWh,Historical water reservoir NO1 TWh,Historical water reservoir NO1 TWh,Historical water reservoir NO1 TWh,Historical water reservoir NO2 TWh,Historical water reservoir NO2 TWh,Historical water reservoir NO2 TWh,Historical water reservoir NO2 TWh,Historical water reservoir NO5 TWh,Historical water reservoir NO5 TWh,Historical water reservoir NO5 TWh,Historical water reservoir NO5 TWh,Price NO1 euro per MWh,Price NO1 euro per MWh,Price NO1 euro per MWh,Price NO1 euro per MWh,Price NO1 euro per MWh,Price NO1 euro per MWh,Price NO1 euro per MWh,Price NO2 euro per MWh,Price NO2 euro per MWh,Price NO2 euro per MWh,Price NO2 euro per MWh,Price NO2 euro per MWh,Price NO2 euro per MWh,Price NO2 euro per MWh,Price NO5 euro per MWh,Price NO5 euro per MWh,Price NO5 euro per MWh,Price NO5 euro per MWh,Price NO5 euro per MWh,Price NO5 euro per MWh,Price NO5 euro per MWh
191,961.0,764.0,994.0,529.0,532.0,10605.0,2397.4999999999995,0.0,0.0,0.0,0.0,456.0,149.0,961.0,764.0,994.0,529.0,76.0,10456.0,200427.0,179514.0,202836.0,209967.0,195008.0,189240.0,196165.3333333333,25850.0,26177.0,21499.0,12253.0,26127.0,39839.0,92913.0,85180.0,108956.0,116602.0,93625.0,87327.0,81664.0,68157.0,72381.0,81112.0,75256.0,62074.0,33329.0,28373.0,23746.0,13687.0,19160.0,25047.0,23890.33333333333,25785.0,21698.0,16795.0,10489.0,14895.0,19457.0,4744.0,5133.0,5972.0,2667.0,3510.0,4134.0,2800.0,1542.0,979.0,531.0,755.0,1456.0,178349.0,168839.0,177695.0,176876.0,181141.0,175003.0,177427.0,176475.7142857143,59936.0,63357.0,63023.0,60804.0,62880.0,59287.0,56014.0,75678.0,74636.0,79501.0,79229.0,79624.0,77110.0,83300.0,42735.0,30846.0,35171.0,36843.0,38637.0,38606.0,38113.0,5.2482,4.9462,5.8142,4.654000000000001,5.6652,6.0182,5.7042,5.336200000000001,4.789,2.7899999999999996,6.268000000000001,6.253999999999999,6.139999999999999,5.2482,4.110000000000001,2.548,7.088,7.815,7.510000000000001,5.8142,2.634,3.707,6.109,6.688,5.592999999999999,4.9462,5.65,4.418,3.4760000000000004,3.2979999999999996,6.428,4.654000000000001,6.342,6.101,6.498,2.376,7.0089999999999995,5.6652,4.486000000000001,6.63,6.812999999999999,5.359000000000001,6.803000000000001,6.0182,5.561,4.0409999999999995,6.023,5.954999999999999,6.941000000000001,5.7042,30.900000000000002,49.7,41.3,57.3,4.1,5.7,4.8,6.0,17.5,29.6,24.7,33.9,9.3,14.4,11.8,17.4,203.94,537.15,645.8000000000001,1284.1899999999996,845.07,37.32999999999999,1345.5099999999998,203.94,537.15,645.8000000000001,1239.01,845.18,37.32999999999999,1405.4399999999998,203.94,535.65,645.8000000000001,1227.5499999999997,845.07,37.32999999999999,1345.5099999999998
192,588.0,887.0,3194.0,1175.0,1043.0,11647.0,3089.0,0.0,0.0,0.0,0.0,507.0,406.0,588.0,887.0,3194.0,1175.0,536.0,11241.0,185824.0,195312.0,197435.0,206545.0,190187.0,187853.0,193859.33333333328,21163.0,28308.0,21838.0,13262.0,25510.0,39845.0,84381.0,94914.0,104269.0,115715.0,92723.0,81270.0,80280.0,72090.0,71328.0,77568.0,71954.0,66738.0,32900.0,27255.0,24135.0,13146.0,18479.0,24509.0,23404.000000000004,25719.0,19888.0,17447.0,9935.0,14585.0,18863.0,4544.0,5427.0,5751.0,2696.0,3216.0,4145.0,2637.0,1940.0,937.0,515.0,678.0,1501.0,174746.0,170189.0,177844.0,174340.0,175597.0,173102.0,189202.0,176431.42857142858,57711.0,61383.0,62785.0,58914.0,60530.0,57280.0,62579.0,74184.0,76287.0,78325.0,79001.0,78272.0,77459.0,86449.0,42851.0,32519.0,36734.0,36425.0,36795.0,38363.0,40174.0,5.0653999999999995,5.542199999999999,5.9068,5.378,5.6224,5.8242,5.6518,5.5047999999999995,4.217,6.464,1.608,6.336,6.702000000000001,5.0653999999999995,4.448,7.781000000000001,5.4079999999999995,6.164999999999999,5.732,5.9068,4.427999999999999,6.734,7.209,6.011,3.3290000000000006,5.542199999999999,6.351000000000001,2.299000000000001,6.312,5.043,6.885000000000002,5.378,6.623999999999999,3.391,7.354,3.244,7.499,5.6224,5.834,7.173000000000001,5.623,5.934,4.557,5.8242,5.212000000000001,6.77,6.677,3.608,5.992,5.6518,30.900000000000002,49.7,41.3,57.3,4.1,5.7,4.8,6.0,17.5,29.6,24.7,33.9,9.3,14.4,11.8,17.4,203.53000000000003,556.74,644.4499999999999,1291.3399999999997,881.3100000000002,37.65,1394.0800000000004,203.53000000000003,556.74,644.4499999999999,1248.51,881.3100000000002,37.65,1410.0000000000002,203.53000000000003,534.79,644.4499999999999,1248.51,881.3100000000002,37.65,1394.0800000000004
193,704.0,1267.0,1187.0,3467.0,4053.0,4645.0,2553.833333333333,0.0,0.0,0.0,0.0,249.0,288.0,704.0,1267.0,1187.0,3467.0,3804.0,4357.0,215998.0,197481.0,190264.0,194891.0,137663.0,192351.0,188108.0,27701.0,28911.0,22666.0,10827.0,19215.0,37395.0,97593.0,96540.0,101974.0,107441.0,52046.0,88088.0,90704.0,72030.0,65624.0,76623.0,66402.0,66868.0,34113.0,28577.0,24406.0,12886.0,16907.0,23829.0,23453.000000000004,26470.0,20819.0,17847.0,9680.0,13617.0,17664.0,4915.0,5774.0,5714.0,2692.0,2659.0,4432.0,2728.0,1984.0,845.0,514.0,631.0,1733.0,188086.0,169470.0,177943.0,174882.0,161221.0,183116.0,190378.0,177870.85714285713,64741.0,61315.0,63295.0,58480.0,54802.0,62989.0,63248.0,78487.0,76900.0,77969.0,78974.0,73414.0,80820.0,87097.0,44858.0,31255.0,36679.0,37428.0,33005.0,39307.0,40033.0,4.8313999999999995,5.3762,6.0514,6.056399999999999,6.8142,5.268000000000001,6.764399999999999,5.419666666666667,2.2200000000000006,6.723999999999999,5.818,4.689,4.706,4.8313999999999995,4.198999999999999,7.684,7.497000000000001,6.377,4.500000000000001,6.0514,5.191999999999999,6.083999999999999,5.494000000000001,7.182999999999999,2.9280000000000004,5.3762,4.173,7.162,6.88,5.072,6.995000000000001,6.056399999999999,5.918,7.137,7.356,6.305999999999999,7.354,6.8142,6.716,6.020999999999999,4.6690000000000005,4.634,4.300000000000001,5.268000000000001,6.909000000000001,7.308999999999998,6.995,7.018,5.590999999999999,6.764399999999999,30.900000000000002,49.7,41.3,57.3,4.1,5.7,4.8,6.0,17.5,29.6,24.7,33.9,9.3,14.4,11.8,17.4,269.44,558.09,634.94,1281.7000000000003,877.9800000000001,37.849999999999994,1421.98,269.44,558.09,634.94,1268.17,877.9800000000001,37.849999999999994,1421.98,269.44,535.47,634.94,1268.17,877.9800000000001,37.849999999999994,1421.98
194,1594.0,2756.0,230.0,3927.0,5953.0,1863.0,2720.5,0.0,0.0,0.0,0.0,303.0,454.0,1594.0,2756.0,230.0,3927.0,5650.0,1409.0,206193.0,187424.0,202391.0,139602.0,106077.0,196317.0,173000.66666666672,27949.0,24234.0,22884.0,9963.0,18461.0,36935.0,93609.0,91421.0,111697.0,69480.0,42099.0,90949.0,84635.0,71769.0,67810.0,60159.0,45517.0,68433.0,34968.0,29917.0,24503.0,12796.0,16081.0,24133.0,23733.0,26930.0,22350.0,18510.0,9568.0,12917.0,17699.0,5210.0,5681.0,5267.0,2686.0,2545.0,4617.0,2828.0,1886.0,726.0,542.0,619.0,1817.0,187622.0,169735.0,175002.0,161813.0,159750.0,185343.0,189396.0,175523.0,64443.0,61348.0,60583.0,52374.0,53429.0,65359.0,63547.0,78218.0,75491.0,77827.0,73392.0,72165.0,81709.0,86121.0,44961.0,32896.0,36592.0,36047.0,34156.0,38275.0,39728.0,5.153599999999999,4.9634,5.6815999999999995,4.9626,4.4030000000000005,6.8382000000000005,5.2012,5.2661999999999995,3.392,6.954999999999998,6.914999999999998,5.290000000000001,3.216,5.153599999999999,4.925000000000001,5.317,7.622999999999999,6.987,3.556,5.6815999999999995,4.94,5.510999999999999,4.707,5.703,3.9559999999999995,4.9634,6.029999999999999,5.737,5.559,4.64,2.8470000000000004,4.9626,5.797999999999999,3.331000000000001,6.614000000000001,4.168,2.1040000000000005,4.4030000000000005,6.984,7.1659999999999995,7.021000000000001,6.777000000000001,6.242999999999999,6.8382000000000005,5.055,5.052999999999999,7.015,6.719,2.1639999999999997,5.2012,30.900000000000002,49.7,41.3,57.3,4.1,5.7,4.8,6.0,17.5,29.6,24.7,33.9,9.3,14.4,11.8,17.4,275.86,560.4499999999999,646.3699999999999,1239.9400000000003,872.0500000000003,37.47999999999999,1452.1699999999998,275.86,560.4499999999999,646.3699999999999,1238.8400000000001,872.0500000000003,37.47999999999999,1452.34,275.86,538.22,646.3699999999999,1238.8400000000001,872.0500000000003,37.47999999999999,1452.1699999999998
195,2110.0,2077.0,1558.0,567.0,8761.0,2093.0,2861.0000000000005,0.0,0.0,0.0,0.0,1689.0,65.0,2110.0,2077.0,1558.0,567.0,7072.0,2028.0,185602.0,175509.0,179866.0,135915.0,155554.0,192504.0,170825.0,26914.0,25704.0,17970.0,9070.0,23506.0,35185.0,78706.0,82212.0,98130.0,68204.0,74186.0,93463.0,79982.0,67593.0,63766.0,58641.0,57862.0,63856.0,34546.0,29756.0,24856.0,12937.0,16133.0,23909.0,23689.499999999996,26544.0,22396.0,19003.0,9767.0,12755.0,17190.0,5306.0,5387.0,5187.0,2667.0,2751.0,4830.0,2696.0,1973.0,666.0,503.0,627.0,1889.0,184017.0,168593.0,163981.0,158345.0,174586.0,180567.0,184579.0,173524.0,61930.0,60349.0,54602.0,50226.0,60030.0,63403.0,61638.0,77483.0,75402.0,73945.0,72636.0,77659.0,79636.0,83409.0,44604.0,32842.0,35434.0,35483.0,36897.0,37528.0,39532.0,5.715599999999999,5.0645999999999995,6.617,5.615,6.0322,4.964599999999999,6.1502,5.799066666666666,6.411,6.134999999999999,6.905,5.469999999999999,3.657,5.715599999999999,6.648999999999999,5.953000000000001,7.156000000000001,6.405999999999999,6.921,6.617,4.3,4.242999999999999,5.738,6.374999999999999,4.667,5.0645999999999995,3.693,5.7090000000000005,6.652,5.661999999999999,6.359000000000001,5.615,5.535000000000001,5.0600000000000005,7.336,5.1129999999999995,7.116999999999999,6.0322,3.6199999999999997,3.3249999999999997,7.302999999999998,7.273999999999998,3.3010000000000006,4.964599999999999,6.224,5.960000000000001,6.9449999999999985,5.668,5.954,6.1502,30.900000000000002,49.7,41.3,57.3,4.1,5.7,4.8,6.0,17.5,29.6,24.7,33.9,9.3,14.4,11.8,17.4,240.31999999999996,557.52,643.2300000000002,1238.9799999999996,910.0299999999999,37.550000000000004,1458.0600000000002,240.31999999999996,557.52,643.2300000000002,1238.9799999999996,910.0299999999999,37.550000000000004,1468.23,240.31999999999996,528.0199999999999,643.2300000000002,1238.9799999999996,910.0299999999999,37.550000000000004,1458.0600000000002
196,1644.0,1726.0,2581.0,733.0,3846.0,1307.0,1972.8333333333337,0.0,0.0,0.0,0.0,1847.0,147.0,1644.0,1726.0,2581.0,733.0,1999.0,1160.0,187193.0,170283.0,142286.0,200522.0,162388.0,195625.0,176382.8333333333,29917.0,24064.0,16873.0,15823.0,24249.0,36000.0,78132.0,75329.0,72633.0,109820.0,78197.0,91645.0,79144.0,70890.0,52780.0,74879.0,59942.0,67980.0,35033.0,29035.0,25413.0,13079.0,16236.0,23054.0,23641.666666666668,27157.0,21983.0,19255.0,9841.0,12767.0,16497.0,5172.0,5323.0,5155.0,2720.0,2914.0,4608.0,2704.0,1729.0,1003.0,518.0,555.0,1949.0,186383.0,157863.0,158893.0,172202.0,174856.0,180118.0,180900.0,173030.7142857143,64706.0,54895.0,53482.0,58290.0,60234.0,61820.0,59363.0,77390.0,72043.0,70956.0,77140.0,76865.0,79787.0,83334.0,44287.0,30925.0,34455.0,36772.0,37757.0,38511.0,38203.0,5.4201999999999995,5.697000000000001,7.058200000000001,5.521800000000001,5.6058,5.7532,6.0656,6.058466666666668,4.4639999999999995,3.8249999999999997,6.784000000000001,7.1659999999999995,4.862,5.4201999999999995,6.217,6.7280000000000015,7.421,7.678,7.246999999999999,7.058200000000001,2.7800000000000007,6.121,6.978,6.827,5.779000000000001,5.697000000000001,4.356,3.3409999999999997,6.679,6.555000000000001,6.678000000000001,5.521800000000001,5.61,4.1579999999999995,7.1049999999999995,5.3660000000000005,5.790000000000001,5.6058,6.304999999999999,7.432999999999999,3.4480000000000004,5.32,6.26,5.7532,5.008,4.666,6.898,7.0889999999999995,6.667000000000001,6.0656,32.599999999999994,51.2,42.0,57.3,4.1,5.7,4.9,6.0,18.2,30.4,24.9,33.9,10.3,15.1,12.2,17.4,263.30999999999995,557.9,627.74,1302.4599999999998,901.96,37.3,1431.07,263.30999999999995,557.9,627.74,1269.5199999999998,901.96,37.3,1474.21,263.30999999999995,539.04,627.74,1269.5199999999998,901.96,37.3,1431.07
197,2062.0,1630.0,2988.0,406.0,1435.0,8565.0,2847.6666666666665,0.0,0.0,0.0,0.0,649.0,1830.0,2062.0,1630.0,2988.0,406.0,786.0,6735.0,177048.0,159751.0,167343.0,186090.0,201280.0,193535.0,180841.16666666666,30629.0,19461.0,17069.0,11603.0,26696.0,36829.0,71036.0,76842.0,88653.0,104630.0,105138.0,85530.0,75383.0,63448.0,61621.0,69857.0,69446.0,71176.0,35260.0,29040.0,26792.0,13228.0,16229.0,22481.0,23838.333333333332,27241.0,21912.0,19471.0,9953.0,12721.0,16013.0,5232.0,5384.0,6001.0,2845.0,2938.0,4648.0,2787.0,1744.0,1320.0,430.0,570.0,1820.0,185174.0,154876.0,173031.0,172024.0,171646.0,178932.0,172272.0,172565.0,63468.0,53468.0,61288.0,58124.0,58407.0,61520.0,54052.0,77195.0,70889.0,75753.0,77560.0,77455.0,80092.0,82325.0,44511.0,30519.0,35990.0,36340.0,35784.0,37320.0,35895.0,5.1988,3.8142000000000005,5.9356,5.957599999999999,6.673599999999999,5.3469999999999995,5.804399999999999,4.982866666666667,6.3260000000000005,6.458,3.3429999999999995,5.199999999999999,4.666999999999999,5.1988,7.1690000000000005,6.844,5.647,7.249999999999999,2.7680000000000002,5.9356,3.6839999999999997,4.2909999999999995,4.4670000000000005,5.0200000000000005,1.6089999999999998,3.8142000000000005,4.214,6.636,6.626999999999999,5.413999999999999,6.897,5.957599999999999,6.531000000000001,7.421,6.343999999999999,6.787999999999999,6.284000000000001,6.673599999999999,3.942,7.466999999999998,6.051,4.868,4.407000000000001,5.3469999999999995,6.126,6.190000000000001,4.754,5.8629999999999995,6.0889999999999995,5.804399999999999,32.599999999999994,51.2,42.0,57.3,4.1,5.7,4.9,6.0,18.2,30.4,24.9,33.9,10.3,15.1,12.2,17.4,235.83,547.59,624.04,1279.3,930.0499999999997,36.760000000000005,1327.5,235.83,547.59,624.04,1259.2,930.0499999999997,36.760000000000005,1328.3999999999999,235.83,527.43,624.04,1259.2,930.0499999999997,36.760000000000005,1327.5
198,3761.0,712.0,1149.0,1415.0,8772.0,9717.0,4254.333333333333,0.0,0.0,0.0,0.0,1328.0,783.0,3761.0,712.0,1149.0,1415.0,7444.0,8934.0,130231.0,196225.0,181019.0,171417.0,192524.0,198866.0,178380.33333333334,24453.0,20162.0,18618.0,10157.0,23383.0,39299.0,42745.0,105762.0,90001.0,95405.0,101036.0,83495.0,63033.0,70301.0,72400.0,65855.0,68105.0,76072.0,34465.0,28953.0,25786.0,13303.0,15610.0,23231.0,23558.0,26429.0,21691.0,18846.0,9960.0,12196.0,15788.0,5229.0,5509.0,5671.0,2877.0,2872.0,5530.0,2807.0,1753.0,1269.0,466.0,542.0,1913.0,175682.0,167886.0,172244.0,170756.0,172264.0,174431.0,169317.0,171797.14285714287,59330.0,60328.0,60725.0,57952.0,58368.0,57985.0,52252.0,73659.0,75349.0,75074.0,76570.0,77613.0,79610.0,80647.0,42693.0,32209.0,36445.0,36234.0,36283.0,36836.0,36418.0,4.986399999999999,3.9,5.399800000000001,6.009600000000001,6.382000000000001,6.1932,5.9048,4.762066666666667,6.249999999999998,6.983999999999999,3.095,5.0329999999999995,3.5700000000000003,4.986399999999999,6.051000000000001,7.385000000000001,7.312999999999998,4.033,2.216999999999999,5.399800000000001,5.71,3.7099999999999995,4.971000000000001,2.366,2.7430000000000003,3.9,5.7250000000000005,6.587999999999999,6.876,5.257999999999999,5.601,6.009600000000001,7.111,7.279000000000001,7.192,4.163,6.165000000000001,6.382000000000001,5.949,7.508,6.303000000000002,7.103999999999999,4.101999999999999,6.1932,4.797999999999999,6.411000000000001,6.61,5.8950000000000005,5.81,5.9048,32.599999999999994,51.2,42.0,57.3,4.1,5.7,4.9,6.0,18.2,30.4,24.9,33.9,10.3,15.1,12.2,17.4,153.94999999999996,583.91,629.5799999999998,1246.9299999999998,924.63,35.239999999999995,957.5500000000001,153.94999999999996,583.91,629.5799999999998,1245.33,924.63,35.239999999999995,965.86,153.94999999999996,544.6899999999999,629.5799999999998,1245.33,924.63,35.239999999999995,957.5500000000001
199,861.0,595.0,627.0,4012.0,2564.0,2612.0,1878.5,0.0,0.0,0.0,0.0,894.0,577.0,861.0,595.0,627.0,4012.0,1670.0,2035.0,168150.0,201619.0,182914.0,176907.0,178101.0,200860.0,184758.5,27838.0,21662.0,17925.0,11114.0,25625.0,39517.0,63128.0,106732.0,93513.0,98905.0,85210.0,86140.0,77184.0,73225.0,71476.0,66888.0,67266.0,75203.0,34618.0,28933.0,24570.0,14298.0,15519.0,23560.0,23583.000000000004,26399.0,21326.0,18105.0,11205.0,11756.0,15822.0,5260.0,5793.0,5600.0,2631.0,3205.0,5670.0,2959.0,1814.0,865.0,462.0,558.0,2068.0,175141.0,174936.0,171201.0,169327.0,172430.0,170828.0,181648.0,173644.42857142858,57485.0,61320.0,59559.0,57187.0,59394.0,56438.0,59828.0,74274.0,76447.0,75269.0,75651.0,77526.0,77993.0,84264.0,43382.0,37169.0,36373.0,36489.0,35510.0,36397.0,37556.0,4.3742,5.2459999999999996,6.3286,5.678,6.061200000000001,6.035200000000001,5.3376,5.3162666666666665,3.574,5.4559999999999995,6.617000000000002,3.39,2.8339999999999996,4.3742,5.972000000000001,7.662000000000001,7.391,7.128,3.4899999999999993,6.3286,1.8219999999999998,7.243999999999999,5.745,6.3679999999999986,5.050999999999999,5.2459999999999996,6.4990000000000006,5.111000000000001,6.789000000000001,6.027999999999999,3.963,5.678,7.247000000000002,4.6290000000000004,6.219000000000001,7.105,5.106,6.061200000000001,6.98,3.8470000000000004,6.768000000000001,5.239000000000001,7.341999999999999,6.035200000000001,5.531000000000001,7.015,7.0920000000000005,4.437000000000001,2.613,5.3376,32.599999999999994,51.2,42.0,57.3,4.1,5.7,4.9,6.0,18.2,30.4,24.9,33.9,10.3,15.1,12.2,17.4,215.98000000000002,591.4300000000001,634.2299999999999,1263.7099999999998,916.38,36.48,1410.0099999999998,215.98000000000002,591.4300000000001,634.2299999999999,1248.71,916.38,36.48,1470.2799999999997,215.98000000000002,544.3,634.2299999999999,1248.71,916.38,36.48,1410.0099999999998
200,625.0,1067.0,3005.0,1729.0,7596.0,8926.0,3824.666666666666,0.0,0.0,0.0,0.0,693.0,162.0,625.0,1067.0,3005.0,1729.0,6903.0,8764.0,190422.0,193850.0,180906.0,183522.0,124486.0,205613.0,179799.83333333334,32189.0,20681.0,19276.0,13149.0,20294.0,39444.0,86619.0,103872.0,92735.0,98777.0,56593.0,90969.0,71614.0,69297.0,68895.0,71596.0,47599.0,75200.0,35066.0,27325.0,23677.0,13759.0,15438.0,23043.0,23051.33333333334,27068.0,20348.0,17486.0,10780.0,11677.0,15716.0,4964.0,5496.0,5430.0,2573.0,3190.0,5324.0,3034.0,1481.0,761.0,406.0,571.0,2003.0,186041.0,163839.0,166288.0,170335.0,160829.0,182611.0,182040.0,173140.42857142858,63927.0,59093.0,58964.0,56771.0,53226.0,61796.0,58962.0,77468.0,73555.0,73554.0,77072.0,74003.0,81318.0,84756.0,44646.0,31191.0,33770.0,36492.0,33600.0,39497.0,38322.0,5.9994,5.818600000000001,5.996999999999999,5.2902000000000005,5.389200000000001,4.272,5.538,5.938333333333333,6.558,6.851000000000001,6.2250000000000005,4.068,6.295,5.9994,7.296999999999998,6.547,7.33,1.36,7.4510000000000005,5.996999999999999,6.6290000000000004,6.899,7.0520000000000005,1.97,6.543,5.818600000000001,6.74,2.649,6.619,3.7869999999999995,6.656,5.2902000000000005,7.079000000000001,3.0420000000000003,6.760000000000001,2.62,7.445,5.389200000000001,3.3219999999999996,3.463,3.0149999999999997,5.413,6.146999999999999,4.272,6.771000000000001,5.199000000000001,6.38,2.3919999999999995,6.948,5.538,32.599999999999994,51.2,42.0,57.3,4.1,5.7,4.9,6.0,18.2,30.4,24.9,33.9,10.3,15.1,12.2,17.4,225.02999999999997,587.2900000000001,649.31,1301.1400000000003,864.9,36.14,1417.68,225.02999999999997,587.2900000000001,649.31,1276.38,864.9,36.14,1451.6,225.02999999999997,544.57,649.31,1276.38,864.9,36.14,1417.68
201,1489.0,2773.0,1809.0,1843.0,4190.0,13947.0,4341.833333333333,0.0,0.0,0.0,0.0,1441.0,366.0,1489.0,2773.0,1809.0,1843.0,2749.0,13581.0,181420.0,194097.0,191600.0,149352.0,122478.0,206351.0,174216.3333333333,30984.0,21666.0,17610.0,11297.0,15504.0,39495.0,77791.0,101895.0,103843.0,73783.0,58694.0,94135.0,72645.0,70536.0,70147.0,64272.0,48280.0,72721.0,35352.0,25651.0,23302.0,13189.0,17174.0,23057.0,22954.166666666668,27288.0,18922.0,17514.0,10367.0,11935.0,15970.0,5069.0,5146.0,5070.0,2470.0,4608.0,5219.0,2995.0,1583.0,718.0,352.0,631.0,1868.0,188476.0,164500.0,169009.0,161594.0,157432.0,180896.0,181723.0,171947.14285714287,65541.0,59825.0,58411.0,51767.0,52604.0,62711.0,57570.0,78007.0,72807.0,75975.0,73996.0,73264.0,80114.0,85830.0,44928.0,31868.0,34623.0,35831.0,31564.0,38071.0,38323.0,4.6652,3.7912,5.091799999999999,5.8682,6.7402,5.7684,5.952800000000001,4.516066666666666,6.136,4.333,6.817,2.219,3.8209999999999993,4.6652,4.869,2.9399999999999995,6.335999999999999,5.101999999999999,6.212000000000001,5.091799999999999,4.723,3.8019999999999996,3.4269999999999996,2.7849999999999997,4.219,3.7912,5.671999999999999,6.581999999999999,4.315,6.557,6.215000000000001,5.8682,6.588000000000001,7.054999999999999,6.088,7.095,6.874999999999999,6.7402,6.062999999999999,6.167000000000001,5.092,4.277,7.243,5.7684,5.063999999999999,5.092000000000001,6.692,6.037999999999999,6.878000000000002,5.952800000000001,32.599999999999994,51.2,42.0,57.3,4.1,5.7,4.9,6.0,18.2,30.4,24.9,33.9,10.3,15.1,12.2,17.4,208.76000000000002,592.7900000000001,657.7900000000001,1267.3600000000001,845.08,36.35,1417.3300000000004,208.76000000000002,592.7900000000001,657.7900000000001,1267.3600000000001,845.08,36.35,1449.1100000000004,208.76000000000002,550.39,657.7900000000001,1267.3600000000001,845.08,36.35,1417.3300000000004
